split,id,label,num_lines,num_nonempty_lines,num_chars,num_tokens,num_unique_tokens,avg_line_length,max_line_length,num_dangerous_api,num_branch_loop,num_pointer_array,num_error_handling,symbol_density,num_risk_lines,max_risk_score,avg_risk_score
train,9959,0,52,25,501,48,26,18,49,0,4,11,3,0.1477,5,3.3,2.74
train,9960,0,78,32,1001,88,46,28.875,73,0,5,14,8,0.12188,5,2.9,2.18
train,9962,0,28,13,501,44,19,36.462,72,0,5,3,4,0.13573,5,3.1,1.78
train,9963,0,276,125,4524,376,129,33.896,99,0,19,44,2,0.1092,5,3.3,2.74
train,9965,0,86,34,934,83,39,24.971,75,0,6,20,6,0.13062,5,3.3,2.94
train,9966,0,64,31,1119,91,34,34.065,88,0,13,31,1,0.13315,5,2.5,2.46
train,9967,0,28,11,416,32,23,35.364,72,0,1,7,0,0.1226,5,1.9,1.56
train,9968,0,48,21,682,52,33,30.238,76,0,2,7,2,0.09238,5,1.9,1.64
train,9970,0,300,131,4526,393,182,32.267,79,0,24,89,3,0.10716,5,2.9,2.82
train,9971,0,18,8,245,22,11,28.5,43,0,0,8,0,0.13469,5,1.5,1.5
train,9972,0,18,9,395,26,18,42,71,0,0,5,1,0.08608,5,1.5,1.5
train,9973,0,76,32,1122,84,48,32.719,125,0,9,10,7,0.09982,5,2.5,2.12
train,9974,0,20,9,363,22,14,38.222,71,0,1,3,2,0.06612,5,2.3,1.42
train,9975,0,42,18,451,38,21,22.778,55,0,4,5,4,0.10865,5,2.5,1.82
train,9976,0,132,59,2254,195,78,35.983,78,0,12,48,8,0.11003,5,3.3,2.94
train,9978,0,24,12,357,31,22,27.833,48,0,1,6,1,0.14006,5,2.9,1.78
train,9979,1,32,14,375,35,18,24.571,47,0,3,6,3,0.13067,5,1.9,1.7
train,9980,0,194,82,3743,302,82,43.293,97,0,15,78,11,0.12236,5,2.9,2.9
train,9981,1,216,93,3072,297,104,30.72,93,4,19,87,5,0.14421,5,6.0,5.14
train,9982,1,424,197,9477,809,144,45.959,105,2,74,240,15,0.12683,5,5.6,4.22
train,9983,1,198,85,3962,388,119,44.294,86,0,14,136,27,0.13629,5,3.3,3.1
train,9984,1,104,42,1413,136,54,31.19,84,0,7,41,6,0.13942,5,3.1,2.7
train,9985,1,90,36,1379,140,53,35.278,84,0,4,52,2,0.16316,5,3.3,2.74
train,9986,1,68,30,1050,72,38,32.767,75,0,6,13,1,0.09429,5,3.1,2.34
train,9987,1,16,8,394,19,14,47.375,77,0,0,1,1,0.05076,5,1.5,0.86
train,9988,0,12,6,238,16,9,37.833,73,0,0,3,0,0.08824,4,1.9,1.25
train,9989,0,342,147,5583,500,136,35.66,92,0,40,103,19,0.12717,5,3.3,3.3
train,9990,0,102,45,1681,138,60,35.111,79,0,11,32,3,0.12493,5,3.3,2.86
train,9991,0,168,82,2859,222,58,32.829,89,0,22,19,9,0.12032,5,2.3,2.3
train,9992,0,52,23,734,67,24,29.696,77,0,4,20,1,0.14169,5,3.3,2.62
train,9993,0,80,40,1608,192,38,38.225,79,0,0,18,0,0.21517,5,2.3,2.3
train,9994,0,42,21,590,60,33,26.143,77,0,6,9,0,0.13051,5,2.9,2.1
train,9995,0,44,19,662,64,36,32.579,84,0,5,14,6,0.10423,5,2.9,2.44
train,9996,0,180,80,3481,313,104,41.275,82,1,20,64,13,0.12468,5,5.6,3.76
train,9997,0,54,27,765,77,30,26.37,69,0,10,20,6,0.14248,5,3.3,3.14
train,9998,0,22,11,352,33,14,30.091,71,0,3,8,4,0.1108,5,3.3,2.44
train,9999,0,18,7,223,22,16,29.429,60,0,0,7,1,0.16592,5,2.3,1.46
train,10001,0,16,7,242,20,9,32.429,70,0,1,7,2,0.13223,5,2.7,1.8
train,10002,0,82,41,1458,109,71,33.585,68,0,1,23,0,0.09877,5,1.9,1.74
train,10003,0,298,130,4765,358,140,34.369,79,0,22,66,18,0.10115,5,3.3,2.98
train,10005,0,32,14,593,42,29,40.143,81,0,1,9,3,0.08432,5,2.5,1.78
train,10006,0,62,29,1054,90,41,34.241,72,0,7,35,2,0.12903,5,2.9,2.62
train,10007,0,20,10,312,31,18,29.3,74,0,2,7,0,0.14744,5,2.9,1.94
train,10008,0,78,35,1148,109,47,30.6,71,0,6,68,1,0.16899,5,2.9,2.3
train,10009,0,56,25,1050,94,53,39.8,80,0,3,9,2,0.10667,5,1.8,1.62
train,10010,0,100,45,1659,137,70,34.667,79,0,5,51,2,0.12236,5,2.9,2.34
train,10011,0,16,7,218,30,19,29,77,0,0,6,0,0.11927,5,1.9,1.6
train,10012,0,20,9,259,20,15,26.667,51,0,2,4,2,0.13514,5,2.9,2.0
train,10014,0,56,24,812,67,29,31.542,77,0,3,16,3,0.11576,5,1.9,1.7
train,10016,0,46,20,792,66,38,37.35,100,0,1,18,2,0.12121,5,2.3,1.74
train,10017,0,34,15,509,39,23,31.733,71,0,2,9,1,0.10413,5,2.5,1.92
train,10019,0,8,4,123,13,13,29,61,0,0,1,0,0.11382,3,1.5,1.033
train,10021,0,78,32,1345,113,72,39.625,74,0,3,19,0,0.10112,5,1.9,1.72
train,10022,0,96,40,1667,129,70,39.3,79,0,8,35,0,0.11038,5,2.9,2.7
train,10023,0,202,89,3140,246,137,33.022,79,0,12,88,5,0.13217,5,3.7,2.9
train,10024,0,124,55,2019,179,73,34.473,90,0,8,17,5,0.11887,5,2.9,2.62
train,10025,0,24,11,287,27,18,24,46,0,2,4,1,0.1324,5,1.9,1.62
train,10027,0,20,9,245,18,12,25.111,61,0,0,4,1,0.09796,5,1.5,1.22
train,10028,0,68,27,1095,93,40,38.074,78,0,2,14,2,0.11781,5,1.9,1.66
train,10029,0,46,17,626,64,36,34.176,65,0,2,21,4,0.14537,5,3.7,2.62
train,10030,0,12,6,201,26,23,31.667,75,0,2,4,0,0.06965,5,2.5,1.72
train,10031,0,32,16,564,53,40,33.312,81,0,3,8,1,0.10816,5,2.5,2.38
train,10032,0,104,45,1639,169,99,34.133,74,0,6,27,0,0.09335,5,2.5,2.42
train,10033,0,108,51,2102,188,81,39.118,75,0,3,47,5,0.12084,5,3.3,2.5
train,10035,0,344,167,5412,453,111,30.329,73,0,47,80,0,0.13378,5,2.9,2.9
train,10036,0,38,19,655,67,32,32.526,74,0,3,23,1,0.15573,5,2.9,2.1
train,10037,0,8,4,65,6,5,14.5,30,0,0,1,0,0.12308,3,1.5,1.033
train,10038,0,34,16,428,35,15,24.688,67,0,4,0,1,0.10748,5,1.8,1.2
train,10039,0,60,24,785,84,34,30.25,73,0,8,18,5,0.10828,5,2.9,2.58
train,10040,0,74,32,755,63,34,21.312,52,0,5,5,2,0.10861,5,1.5,1.38
train,10041,0,14,7,138,11,9,17.857,41,0,1,1,2,0.11594,5,1.5,1.06
train,10042,0,38,17,628,59,33,34.765,73,0,5,8,3,0.11465,5,2.9,1.86
train,10043,0,100,42,1903,158,54,42.952,73,1,4,52,1,0.15449,5,4.5,2.66
train,10044,0,100,50,2779,232,41,53.6,133,0,1,20,0,0.21339,5,2.3,2.3
train,10045,0,222,100,4419,473,139,41.98,80,0,24,71,12,0.12401,5,2.9,2.9
train,10046,0,36,17,584,43,25,32.294,68,0,4,9,1,0.10103,5,2.9,1.76
train,10047,0,42,19,708,73,15,35.105,66,0,5,70,0,0.24011,5,3.3,2.7
train,10048,0,212,94,3082,263,75,30.543,78,0,14,41,8,0.11875,5,3.3,3.14
train,10050,0,48,21,867,80,39,39.048,72,0,1,3,1,0.11073,5,1.5,1.26
train,10051,0,60,26,1012,94,56,36.654,76,0,1,17,2,0.10573,5,1.9,1.9
train,10052,0,24,11,328,33,21,27.727,70,0,1,9,0,0.14939,5,2.9,2.02
train,10053,0,10,5,150,11,9,28.2,56,0,0,2,1,0.09333,4,2.3,1.35
train,10054,0,52,25,955,82,43,36.16,73,0,4,9,0,0.10995,5,1.9,1.7
train,10057,0,26,13,370,27,18,26.538,76,0,4,6,0,0.11351,5,1.9,1.54
train,10058,0,24,11,382,29,20,32.636,76,0,0,4,0,0.1178,5,1.9,1.44
train,10059,0,10,5,86,9,9,15.4,37,0,1,3,1,0.12791,5,2.9,1.36
train,10061,0,72,33,1486,118,54,42.879,76,0,3,15,0,0.14199,5,2.5,2.12
train,10062,0,10,5,127,16,11,23.6,84,0,0,2,1,0.09449,5,2.3,1.02
train,10063,0,16,8,252,24,18,29.625,84,0,1,8,1,0.14286,5,2.9,1.66
train,10065,0,20,10,248,24,14,22.9,56,0,0,8,3,0.1371,5,2.7,2.3
train,10066,0,60,25,635,67,39,23.04,52,0,2,24,0,0.16063,5,3.3,2.5
train,10067,0,40,18,595,44,25,30.889,73,0,3,7,5,0.1042,5,2.5,1.6
train,10068,0,20,10,294,27,18,27.5,68,0,2,5,2,0.11224,5,2.7,2.06
train,10069,0,98,44,1397,124,64,29.545,74,0,20,23,1,0.0995,5,2.9,2.3
train,10070,0,132,62,2502,215,105,38.242,79,0,7,36,3,0.11111,5,2.9,2.58
train,10071,0,190,84,2922,259,89,32.44,78,1,15,65,0,0.15298,5,5.2,3.36
train,10072,0,122,55,2188,184,71,36.927,115,1,12,54,3,0.11929,5,5.2,3.44
train,10073,0,96,42,1262,104,45,27.786,65,0,9,32,3,0.11648,5,2.9,2.54
train,10074,0,42,18,631,65,49,32.778,79,0,3,12,4,0.08558,5,3.3,2.54
train,10076,0,46,22,694,61,34,29.5,78,0,5,7,9,0.10807,5,3.3,2.08
train,10078,0,136,66,2536,161,67,36.379,72,0,15,37,0,0.09464,5,2.9,2.9
train,10079,0,132,57,2409,192,47,39.965,118,0,14,110,0,0.14031,5,2.9,2.54
train,10080,0,26,13,449,40,22,32.615,81,0,2,4,0,0.10913,5,2.9,1.76
train,10082,0,36,18,649,62,44,34.111,67,0,4,14,0,0.11402,5,3.3,2.3
train,10083,0,110,47,1701,139,64,33.872,76,0,8,15,10,0.08466,5,2.5,2.32
train,10084,0,130,61,1666,156,66,25.197,66,0,23,33,9,0.14346,5,3.3,3.02
train,10085,0,300,138,4781,425,104,32.478,70,0,36,77,11,0.12236,5,3.3,3.3
train,10086,0,132,64,4040,239,62,61.078,88,0,1,98,0,0.10297,5,1.9,1.9
train,10087,0,138,61,2129,216,93,32.656,77,2,12,52,4,0.10897,5,5.6,4.06
train,10088,0,140,60,2489,252,140,39.167,79,0,11,25,6,0.07312,5,3.3,2.82
train,10089,0,12,5,210,18,13,39.8,72,0,0,1,1,0.09524,4,1.5,0.975
train,10090,0,26,10,366,22,17,34.1,56,0,0,6,1,0.0765,5,1.9,1.66
train,10091,0,30,14,556,58,30,37.643,80,0,4,8,0,0.14209,5,2.5,1.9
train,10092,0,56,28,919,51,22,30.857,69,0,10,13,0,0.07726,5,2.9,2.06
train,10093,0,46,20,764,65,35,35.95,75,0,5,19,1,0.12304,5,3.7,2.68
train,10094,0,36,15,502,55,25,31.133,77,0,2,7,4,0.1255,5,3.3,2.18
train,10095,0,36,17,501,36,24,27.412,61,0,3,5,0,0.10778,5,2.9,1.88
train,10096,0,128,55,1972,139,60,33.545,77,0,13,19,3,0.09838,5,2.9,2.42
train,10097,0,46,23,913,91,30,37.739,73,0,0,31,0,0.15991,5,1.9,1.9
train,10098,1,376,164,6634,580,250,38.165,85,0,29,105,14,0.10145,5,2.9,2.9
train,10099,1,176,77,2879,292,125,35.117,80,0,10,42,15,0.12713,5,3.3,2.98
train,10100,1,17,8,237,24,21,27.625,62,0,1,3,0,0.1308,5,2.9,1.5
train,10101,1,34,14,377,40,29,24.571,75,0,3,3,5,0.11936,5,2.2,1.54
train,10102,1,63,25,846,61,22,31.36,78,0,5,6,0,0.11229,5,1.8,1.62
train,10103,1,317,132,5494,498,172,39.227,119,0,42,120,20,0.12832,5,3.7,3.54
train,10105,1,24,11,413,39,27,35.455,72,0,1,7,3,0.11622,5,2.9,1.78
train,10106,1,54,25,950,105,34,35.88,67,2,4,41,0,0.16,5,6.0,4.1
train,10107,1,24,10,325,31,17,30.2,84,0,2,16,2,0.17231,5,2.5,1.92
train,10108,1,70,30,1128,90,42,35.3,78,0,7,8,6,0.11348,5,2.9,2.58
train,10109,1,18,9,258,24,15,26.778,63,0,0,7,2,0.12016,5,2.7,1.98
train,10111,1,408,181,6180,493,60,31.895,75,0,43,132,17,0.13883,5,3.3,3.3
train,10112,1,38,14,447,49,19,29.286,64,0,2,8,1,0.16331,5,1.9,1.78
train,10113,1,102,45,1747,154,59,36.578,78,2,5,18,2,0.12936,5,5.6,3.08
train,10114,1,112,50,1990,198,65,37.58,75,0,5,71,7,0.14171,5,2.9,2.58
train,10116,1,18,9,177,17,8,17.778,56,0,2,0,0,0.18644,5,1.8,1.12
train,10117,0,190,84,3309,256,52,36.19,108,0,23,77,2,0.13901,5,3.3,3.3
train,10118,0,394,192,7318,693,154,36.068,80,2,38,183,12,0.13433,5,5.6,4.22
train,10119,0,160,77,2624,269,61,32.013,66,0,6,26,0,0.2016,5,2.5,2.38
train,10120,0,22,9,296,22,14,30.556,58,0,0,7,1,0.09797,5,1.5,1.5
train,10121,0,250,109,3566,311,111,30.431,80,0,21,84,10,0.12142,5,3.3,3.14
train,10122,0,26,11,409,46,21,34.909,61,0,1,19,3,0.18337,5,3.3,2.34
train,10123,0,106,49,1236,134,45,23.082,72,0,13,1,10,0.1165,5,1.6,1.46
train,10125,0,128,52,1919,128,57,34.462,76,0,6,24,3,0.10891,5,2.5,2.1
train,10126,0,200,93,3842,248,108,39.172,75,0,17,31,3,0.09162,5,2.9,2.82
train,10127,0,28,12,333,32,18,25.5,46,0,0,2,0,0.14715,5,1.5,1.08
train,10129,0,20,9,319,30,9,33.333,68,0,1,19,0,0.17868,5,1.9,1.8
train,10130,0,36,16,590,51,26,34.688,79,0,2,11,0,0.12542,5,2.5,1.92
train,10131,0,104,44,1511,115,44,32,77,0,8,17,2,0.11714,5,3.7,2.6
train,10132,0,60,26,693,58,33,24.385,73,0,2,8,4,0.10534,5,3.7,2.42
train,10134,0,76,36,1254,101,47,32.75,79,0,13,11,0,0.13238,5,2.9,2.2
train,10135,0,150,73,2439,193,64,31.37,69,0,19,42,0,0.1517,5,3.3,3.3
train,10138,0,10,5,186,13,10,35.4,79,0,0,1,1,0.06989,4,1.5,0.975
train,10139,0,18,9,386,21,11,41,73,0,0,6,0,0.07254,5,1.5,1.5
train,10140,0,408,177,7972,630,178,42.74,87,0,38,255,8,0.13058,5,3.3,3.3
train,10141,0,58,26,1320,153,92,48.577,75,0,2,19,2,0.07424,5,2.9,2.1
train,10142,0,186,83,2973,271,68,33.59,176,0,19,61,20,0.13959,5,3.3,3.22
train,10143,0,20,10,273,27,14,25.4,63,0,3,17,3,0.2381,5,3.3,2.2
train,10144,0,322,141,5761,477,132,38.582,102,1,41,74,17,0.13817,5,4.1,3.46
train,10145,1,128,55,1625,159,74,26.945,73,5,5,38,1,0.14215,5,5.2,4.32
train,10147,1,213,79,3273,272,102,38.747,99,0,22,28,10,0.12313,5,3.3,2.38
train,10148,0,40,19,841,102,33,42.211,105,0,4,36,0,0.17836,5,3.3,2.74
train,10150,0,438,195,10681,788,182,52.533,163,1,43,243,21,0.11104,5,5.2,3.68
train,10151,1,26,13,419,36,24,30.308,72,0,0,4,1,0.09308,5,2.3,1.76
train,10152,1,12,6,164,14,11,25.5,48,0,0,4,0,0.11585,5,1.5,1.22
train,10153,1,74,29,1018,90,38,32.586,81,0,5,24,5,0.13949,5,3.3,2.38
train,10154,1,44,18,934,111,83,49.5,79,0,0,13,1,0.08137,5,1.9,1.58
train,10155,1,158,68,2932,240,57,40.809,100,0,14,43,13,0.11767,5,2.9,2.78
train,10156,1,216,96,3763,414,212,36.958,77,0,20,63,6,0.07467,5,3.3,2.66
train,10157,1,34,15,700,83,56,44.467,79,0,3,24,0,0.12857,5,3.3,2.66
train,10158,1,6,3,33,3,2,9.333,26,0,0,0,0,0.12121,2,0.8,0.8
train,10160,0,54,24,868,98,43,33.958,83,0,8,19,2,0.14747,5,2.5,2.1
train,10162,1,298,129,5284,546,142,38.659,117,0,38,150,11,0.16995,5,3.7,3.46
train,10163,1,28,13,396,34,16,28.385,52,0,0,10,2,0.14899,5,2.7,2.3
train,10164,1,70,29,1199,107,60,38.966,76,0,1,22,0,0.10592,5,2.5,1.86
train,10165,1,102,48,1676,123,70,32.812,75,0,10,10,1,0.09666,5,1.9,1.66
train,10166,1,20,10,254,32,23,23.5,83,0,1,5,0,0.19685,5,1.9,1.36
train,10167,1,22,10,281,28,18,26,64,0,2,8,0,0.15302,5,2.9,2.22
train,10168,1,22,9,259,24,16,26.444,55,0,0,1,1,0.14286,5,1.5,0.94
train,10169,1,44,18,631,53,32,32.667,79,0,2,10,4,0.10143,5,1.9,1.58
train,10170,1,70,30,1053,74,29,32.8,79,0,4,18,5,0.10066,5,2.5,2.0
train,10171,1,20,9,356,33,21,37.444,75,0,2,14,0,0.14888,5,2.9,1.76
train,10172,1,68,27,1104,106,27,38.407,66,0,2,59,1,0.16576,5,2.3,2.06
train,10173,1,42,18,531,75,34,27.222,107,0,1,21,0,0.2354,5,2.3,2.2
train,10174,0,20,10,204,21,17,18.5,40,0,2,6,2,0.12745,5,2.3,1.64
train,10176,0,86,39,1213,108,59,28.923,69,0,4,26,5,0.12778,5,3.3,2.54
train,10177,0,14,7,384,43,19,53,133,0,4,19,0,0.14583,5,2.9,2.14
train,10178,1,164,78,3201,297,81,38.949,79,0,20,129,0,0.14152,5,3.3,3.3
train,10179,1,37,15,366,36,18,22,34,0,1,7,0,0.15574,5,1.9,1.88
train,10181,1,556,236,12447,871,120,50.39,122,0,60,544,4,0.12879,5,3.3,3.3
train,10182,1,10,5,83,8,6,14.8,31,0,0,1,0,0.13253,4,1.5,0.875
train,10183,1,482,170,8068,667,155,44.629,116,0,49,230,2,0.12519,5,3.3,3.14
train,10184,0,6,3,46,5,5,13.667,39,0,0,1,0,0.1087,3,1.5,1.033
train,10185,0,42,19,736,71,46,36.579,72,0,1,15,2,0.10326,5,2.3,1.9
train,10186,0,110,50,1596,133,51,29.74,81,0,11,27,5,0.1203,5,2.9,2.54
train,10188,0,18,8,342,32,12,40.625,80,0,0,2,0,0.14327,5,1.9,1.08
train,10189,0,42,17,611,36,21,33.529,71,0,1,6,4,0.0802,5,2.3,1.64
train,10191,0,138,68,2850,274,96,39.897,89,0,7,43,3,0.15228,5,2.9,2.66
train,10195,0,182,77,2865,212,74,34.857,79,0,12,51,9,0.10227,5,2.9,2.9
train,10196,0,36,17,530,45,31,29.118,65,0,3,8,3,0.08868,5,2.9,2.06
train,10197,0,80,39,1156,83,39,27.615,73,0,11,14,1,0.10467,5,3.1,2.54
train,10198,0,40,18,694,59,37,36.389,71,0,2,16,0,0.12392,5,2.5,1.7
train,10199,0,72,33,1190,121,39,33.909,71,0,6,48,0,0.16975,5,3.3,3.14
train,10200,0,8,4,86,7,7,19.75,57,0,0,0,2,0.12791,3,0.8,0.8
train,10201,0,76,33,1020,82,35,28.636,64,0,7,2,0,0.1049,5,1.9,1.6
train,10202,0,34,16,617,73,35,36.5,138,0,3,26,0,0.17504,5,2.3,2.3
train,10203,0,54,25,932,75,56,35.16,73,0,4,12,0,0.09013,5,2.5,1.7
train,10204,0,86,36,1301,105,48,33.778,86,0,4,6,6,0.10838,5,2.5,2.22
train,10205,0,8,4,120,10,8,28.25,73,0,0,2,1,0.125,4,2.3,1.35
train,10206,0,16,8,213,19,12,24.75,53,0,0,2,1,0.10329,5,1.5,1.08
train,10207,0,108,46,1699,153,71,34.609,76,0,1,29,4,0.13773,5,2.3,2.14
train,10208,0,40,19,658,61,31,32.579,77,0,3,12,3,0.12006,5,2.9,2.14
train,10209,0,28,13,340,33,18,24.077,76,0,2,5,2,0.11765,5,2.9,1.92
train,10210,0,144,63,2492,223,107,37.286,78,0,7,23,19,0.0927,5,3.3,2.54
train,10211,0,30,14,476,46,26,31.929,84,0,1,7,2,0.12815,5,2.3,1.6
train,10214,1,12,6,105,18,11,15.667,43,0,0,0,1,0.25714,4,0.8,0.8
train,10216,1,24,9,305,27,20,31.333,60,0,0,8,0,0.11148,5,1.5,1.5
train,10217,1,10,5,154,19,17,29,58,0,0,2,0,0.1039,3,1.5,1.033
train,10218,0,14,7,233,18,15,31.429,70,0,0,5,2,0.07296,5,1.5,1.3
train,10219,0,48,21,754,77,34,33.667,77,0,3,13,4,0.15915,5,2.6,2.12
train,10220,0,22,10,337,21,18,31.6,61,0,2,0,0,0.09199,5,1.0,0.88
train,10223,0,402,196,5755,402,104,27.316,74,0,58,29,6,0.09331,5,2.9,2.38
train,10224,0,80,31,1238,110,62,37.387,79,0,1,33,2,0.11874,5,1.9,1.9
train,10225,0,14,7,175,19,11,23.143,57,0,0,6,3,0.14857,5,2.7,2.22
train,10226,0,12,6,179,18,13,28,70,0,0,5,0,0.12291,5,1.9,1.52
train,10227,0,264,125,4639,369,91,34.848,81,0,30,31,6,0.11727,5,2.9,2.54
train,10228,0,58,25,766,73,33,28.36,71,0,3,22,1,0.12402,5,3.3,2.46
train,10229,0,22,9,249,23,18,25.333,70,0,0,3,0,0.09639,4,1.5,1.15
train,10230,0,304,134,5867,577,249,41.522,82,0,19,89,2,0.09409,5,2.9,2.58
train,10231,0,8,4,66,6,6,14.75,43,0,0,1,0,0.12121,4,1.5,0.975
train,10234,0,128,55,1772,146,53,29.909,78,0,11,17,5,0.12302,5,2.3,1.9
train,10235,0,28,13,330,29,14,23.308,61,0,6,8,0,0.14545,5,1.9,1.88
train,10236,0,34,14,412,35,22,27.071,68,0,2,10,3,0.1335,5,3.3,2.38
train,10237,0,90,41,1303,144,50,29.61,78,0,4,26,8,0.1581,5,4.1,3.02
train,10238,0,806,396,13758,1113,273,32.71,76,0,128,322,19,0.10895,5,3.3,3.3
train,10241,0,134,64,2691,291,91,39.969,79,0,15,25,1,0.1256,5,1.5,1.5
train,10242,0,36,16,674,63,26,39.938,79,0,2,15,1,0.12611,5,1.9,1.66
train,10243,0,110,44,1149,105,46,23.636,67,1,8,26,4,0.1436,5,4.5,2.86
train,10245,0,80,37,1611,90,50,41.405,78,0,4,4,0,0.07263,5,1.5,1.4
train,10246,0,28,12,330,31,17,25.25,47,0,0,2,0,0.14848,5,1.5,1.08
train,10247,0,12,6,232,16,10,36.833,66,0,0,2,0,0.0819,4,1.5,1.15
train,10248,0,8,4,60,6,6,13.25,28,0,0,1,1,0.11667,3,2.3,1.3
train,10249,0,32,13,475,43,25,34.154,63,0,0,12,1,0.10947,5,2.7,1.82
train,10250,0,56,26,1032,83,42,37.577,80,0,4,12,4,0.11725,5,2.5,1.9
train,10251,0,16,8,254,30,21,29.875,63,0,0,5,1,0.16929,5,2.3,1.46
train,10252,0,42,17,718,58,41,39.824,76,0,1,13,1,0.09192,5,1.9,1.66
train,10254,0,12,6,174,14,14,27.167,69,0,0,3,2,0.08046,5,1.5,1.16
train,10255,0,28,11,289,26,18,23.818,50,0,1,2,2,0.11073,5,3.3,1.44
train,10256,0,8,4,128,13,10,30.25,64,0,0,2,0,0.11719,4,1.5,1.15
train,10257,0,50,23,1002,58,30,41.435,73,0,0,11,1,0.07984,5,2.3,1.9
train,10258,0,94,45,1472,137,89,30.644,66,0,5,38,0,0.1284,5,2.5,2.02
train,10259,0,70,31,983,100,20,29.484,47,0,0,0,0,0.1353,5,0.8,0.56
train,10260,0,18,9,233,24,19,24,47,0,1,2,2,0.13734,5,1.5,1.2
train,10261,0,10,5,184,14,10,35,77,0,0,2,1,0.08152,4,2.3,1.35
train,10262,0,60,27,867,84,38,29.926,70,0,5,18,7,0.11073,5,3.3,2.14
train,10263,0,32,14,498,44,24,33.357,73,0,0,11,2,0.12249,5,2.3,1.82
train,10265,0,102,43,1488,118,51,32.256,70,0,10,21,4,0.11022,5,2.9,2.5
train,10267,0,194,83,1921,233,96,20.819,79,0,21,15,12,0.15357,5,2.5,2.02
train,10270,0,172,81,2743,235,104,31.753,79,0,9,38,4,0.10062,5,2.5,1.98
train,10271,0,30,12,334,28,18,25.417,65,0,1,2,0,0.12275,5,1.5,1.06
train,10272,0,126,52,1354,103,32,23.635,75,0,13,25,6,0.13442,5,3.7,3.46
train,10273,0,170,82,2809,212,83,32.195,76,0,19,39,1,0.10751,5,2.7,2.38
train,10275,0,22,9,322,27,17,33.444,78,0,1,7,1,0.13043,5,2.5,1.7
train,10276,0,70,28,1000,87,52,33.25,81,0,4,17,6,0.102,5,1.9,1.64
train,10277,0,44,19,558,47,26,27.105,65,0,4,2,3,0.10573,5,1.5,1.44
train,10279,0,14,7,197,14,11,26.286,60,0,1,0,0,0.09645,4,1.0,0.85
train,10280,0,24,11,307,34,16,25.818,75,0,1,17,2,0.16287,5,2.5,2.34
train,10281,0,14,7,188,18,12,25,62,0,1,6,0,0.13298,5,2.9,1.72
train,10284,0,130,62,1997,193,89,30.129,84,0,6,7,1,0.10165,5,1.9,1.58
train,10285,0,36,18,655,46,25,34.444,70,0,6,4,0,0.10992,5,1.8,1.5
train,10286,0,32,16,571,73,55,33.75,67,0,0,18,0,0.10508,5,2.3,1.98
train,10287,0,28,14,423,48,24,28.286,73,0,1,8,0,0.19622,5,2.3,1.74
train,10289,0,32,13,274,25,14,18.692,45,0,2,5,3,0.11679,5,2.9,1.84
train,10290,0,60,27,687,64,44,23.259,73,0,6,8,1,0.11063,5,2.5,2.02
train,10292,0,136,56,2482,225,104,41.911,80,0,8,29,0,0.09831,5,2.5,2.38
train,10294,0,18,9,221,30,15,22.667,55,0,5,0,0,0.15385,5,1.8,1.24
train,10296,0,170,71,2238,169,49,29.141,79,1,16,22,13,0.1193,5,4.1,3.14
train,10297,0,76,34,1190,137,87,32.794,76,1,6,15,3,0.11933,5,4.1,2.82
train,10298,0,116,58,2262,220,55,37.017,88,0,4,13,0,0.17949,5,2.3,2.14
train,10299,0,182,90,2397,217,78,24.622,55,0,23,21,0,0.11055,5,1.9,1.72
train,10300,0,102,44,1716,138,60,36.705,80,0,5,37,7,0.11655,5,2.5,2.26
train,10301,0,24,10,245,24,16,22.2,45,0,1,8,1,0.1551,5,3.3,1.94
train,10302,0,68,30,1022,98,37,31.833,78,2,9,22,6,0.13992,5,5.2,3.98
train,10303,0,1174,578,19196,1445,422,31.182,81,0,190,141,11,0.09835,5,3.3,2.98
train,10304,0,26,12,384,36,25,29.917,65,0,1,6,0,0.15104,5,2.3,1.8
train,10305,0,252,116,5089,340,132,41.707,79,0,22,44,2,0.08332,5,2.9,2.58
train,10306,0,124,52,1884,127,60,33.865,91,0,13,24,4,0.10563,5,2.9,2.66
train,10307,0,100,42,1453,121,58,32.238,75,0,9,34,11,0.10943,5,2.5,2.1
train,10309,0,26,10,292,25,18,26.7,58,0,1,6,3,0.11644,5,3.3,1.94
train,10310,0,10,5,121,10,9,22.4,58,0,0,2,1,0.09917,5,1.5,1.08
train,10311,0,54,23,606,59,33,24.043,65,0,2,14,3,0.12211,5,2.9,2.26
train,10312,0,34,16,722,59,45,43.062,79,0,0,12,0,0.07618,5,1.5,1.5
train,10313,0,140,65,2487,200,40,36.123,79,2,12,39,1,0.11982,5,5.2,3.38
train,10314,0,46,22,730,63,19,31.136,78,0,7,17,1,0.11918,5,1.8,1.68
train,10315,0,18,8,309,22,17,36.5,78,0,1,4,1,0.09709,5,2.5,1.72
train,10318,0,1132,564,14736,978,226,24.122,77,0,154,146,31,0.10023,5,2.7,2.5
train,10319,0,196,94,3396,272,73,34.053,78,0,21,49,12,0.13221,5,2.9,2.9
train,10320,0,90,35,1466,108,47,39.343,78,0,3,30,2,0.1146,5,2.9,2.34
train,10321,0,26,11,359,27,17,30.364,79,0,1,5,2,0.09749,5,1.5,1.4
train,10323,0,32,15,431,37,21,26.667,54,0,2,11,0,0.14617,5,2.9,2.3
